study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,ls_or_lm_trial,1st_amount_chosen,2nd_amount_chosen,2nd_choice_container,1st_choice_hesitation,2nd_choice_hesitation
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,3.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,4.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,7.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,8.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,9.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,2.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,hesitation
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,3.0,4-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,9.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,hesitation,hesitation
suda2004piagetian,3.0,2002,09,16,dunja,31.0,f,orangutan,4,10.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,1.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,2.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,hesitation,hesitation
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,3.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,hesitation
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,7.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,8.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,9.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,dunja,31.0,f,orangutan,5,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,2.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,3.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,5.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,6.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,7.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,23,dunja,31.0,f,orangutan,6,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,2.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,5.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,7.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,8.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,9.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,pini,14.0,f,orangutan,1,10.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,3.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,4.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,5.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,9.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,pini,14.0,f,orangutan,2,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,2.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,3.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,4.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,7.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,8.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,9.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,pini,14.0,f,orangutan,3,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,2.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,5.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,9.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,16,pini,14.0,f,orangutan,4,10.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,1.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,2.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,3.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,5.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,7.0,4-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,8.0,8-cup,lm_trial,smaller_quantity,smaller_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,9.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,pini,14.0,f,orangutan,5,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,2.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,3.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,4.0,8-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,5.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,7.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,20,pini,14.0,f,orangutan,6,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,2.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,5.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,7.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,8.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,9.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,toba,8.0,f,orangutan,1,10.0,8-cup,ls_trial,larger_quantity,smaller_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,1.0,4-cup,ls_trial,larger_quantity,smaller_quantity,multiple_cups,no_hesitation,hesitation
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,3.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,4.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,5.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,9.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,04,toba,8.0,f,orangutan,2,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,2.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,3.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,4.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,6.0,8-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,7.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,8.0,8-cup,lm_trial,smaller_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,9.0,4-cup,ls_trial,larger_quantity,smaller_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,toba,8.0,f,orangutan,3,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,2.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,3.0,4-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,9.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,hesitation,hesitation
suda2004piagetian,3.0,2002,09,17,toba,8.0,f,orangutan,4,10.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,toba,8.0,f,orangutan,5,1.0,4-cup,lm_trial,smaller_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,toba,8.0,f,orangutan,5,2.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,toba,8.0,f,orangutan,5,3.0,8-cup,lm_trial,smaller_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,toba,8.0,f,orangutan,5,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,toba,8.0,f,orangutan,5,5.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,toba,8.0,f,orangutan,5,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,19,toba,8.0,f,orangutan,5,7.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
