study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,lc_or_lt_trial,1st_amount_chosen,2nd_amount_chosen,2nd_choice_container,2nd_choice_side,2nd_choice_hesitation
suda2004piagetian,1.0,2001,10,10,sandra,8.0,f,chimpanzee,12,9.0,clear-different,lt_trial,larger_quantity,larger_quantity,tube,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,sandra,8.0,f,chimpanzee,12,10.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,1.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,3.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,4.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,right,hesitation
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,5.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,6.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,8.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,9.0,clear-same,no_trial_type,smaller_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,04,ulla,24.0,f,chimpanzee,1,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,1.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,2.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,3.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,4.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,7.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,8.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,9.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,07,ulla,24.0,f,chimpanzee,2,10.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,1.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,2.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,4.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,5.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,6.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,7.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,8.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,9.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,10,ulla,24.0,f,chimpanzee,3,10.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,1.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,3.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,4.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,5.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,8.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,9.0,opaque-same,no_trial_type,smaller_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,13,ulla,24.0,f,chimpanzee,4,10.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,2.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,3.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,4.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,5.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,6.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,8.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,9.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,14,ulla,24.0,f,chimpanzee,5,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,1.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,2.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,4.0,opaque-same,no_trial_type,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,5.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,8.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,right,hesitation
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,9.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,26,ulla,24.0,f,chimpanzee,6,10.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,1.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,3.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,4.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,5.0,clear-different,lt_trial,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,6.0,opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,7.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,8.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,9.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,27,ulla,24.0,f,chimpanzee,7,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,1.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,3.0,opaque-same,no_trial_type,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,4.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,5.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,6.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,7.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,8.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,9.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,09,28,ulla,24.0,f,chimpanzee,8,10.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,1.0,opaque-different,lt_trial,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,2.0,opaque-same,no_trial_type,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,3.0,clear-same,no_trial_type,smaller_quantity,larger_quantity,cup,right,hesitation
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,4.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,6.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,8.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,9.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,01,ulla,24.0,f,chimpanzee,9,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,1.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,2.0,opaque-same,no_trial_type,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,3.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,5.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,7.0,clear-different,lt_trial,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,8.0,opaque-different,lc_trial,smaller_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,9.0,opaque-same,no_trial_type,smaller_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,04,ulla,24.0,f,chimpanzee,10,10.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,1.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,2.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,3.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,4.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,5.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,6.0,opaque-different,lt_trial,larger_quantity,smaller_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,8.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,9.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,05,ulla,24.0,f,chimpanzee,11,10.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,ulla,24.0,f,chimpanzee,12,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_testing_trial,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,ulla,24.0,f,chimpanzee,12,2.0,clear-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,ulla,24.0,f,chimpanzee,12,3.0,opaque-different,lc_trial,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,ulla,24.0,f,chimpanzee,12,4.0,clear-same,no_trial_type,larger_quantity,larger_quantity,cup,right,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,ulla,24.0,f,chimpanzee,12,5.0,opaque-same,no_trial_type,larger_quantity,larger_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,ulla,24.0,f,chimpanzee,12,6.0,opaque-different,lt_trial,smaller_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
suda2004piagetian,1.0,2001,10,10,ulla,24.0,f,chimpanzee,12,7.0,clear-different,lt_trial,larger_quantity,smaller_quantity,cup,left,no_hesitation_or_no_testing_trial
